publishDate,publishMs,songId,title,artists,albumId,album,durationSec,fee,orpheus,webUrl
2017/3/11,1.49E+12,464976941,星球杯,李佳隆,35260881,0,253,8,orpheus://song/464976941/?autoplay=1,https://music.163.com/song?id=464976941
2017/11/15,1.51E+12,519002337,Wait,李佳隆,36809124,Wait,177,8,orpheus://song/519002337/?autoplay=1,https://music.163.com/song?id=519002337
2017/12/21,1.51E+12,525413104,加利福利亚的梦,李佳隆,37016538,加利福利亚的梦,200,8,orpheus://song/525413104/?autoplay=1,https://music.163.com/song?id=525413104
2017/12/24,1.51E+12,525824280,NoMo,李佳隆/oz,37051038,NoMo,168,8,orpheus://song/525824280/?autoplay=1,https://music.163.com/song?id=525824280
2018/4/4,1.52E+12,550123408,Stay?Right?Here?Pt.2,李佳隆/艾志恒Asen,38203049,Next Wave,128,8,orpheus://song/550123408/?autoplay=1,https://music.163.com/song?id=550123408
2018/4/4,1.52E+12,550119706,错不在我,李佳隆/艾志恒Asen,38203049,Next Wave,185,8,orpheus://song/550119706/?autoplay=1,https://music.163.com/song?id=550119706
2018/4/4,1.52E+12,550121607,索尼克ソニック,李佳隆/艾志恒Asen,38203049,Next Wave,168,8,orpheus://song/550121607/?autoplay=1,https://music.163.com/song?id=550121607
2018/4/10,1.52E+12,551763604,Trend?It,李佳隆/mFindme,38282169,Trend It,224,8,orpheus://song/551763604/?autoplay=1,https://music.163.com/song?id=551763604
2018/4/29,1.52E+12,557158202,别,李佳隆,38562052,别,244,8,orpheus://song/557158202/?autoplay=1,https://music.163.com/song?id=557158202
2018/7/11,1.53E+12,864489248,给妈妈的歌,黄旭BooM/李佳隆,71720297,给妈妈的歌,177,0,orpheus://song/864489248/?autoplay=1,https://music.163.com/song?id=864489248
2018/7/21,1.53E+12,1293904991,月儿圆,李佳隆,71856808,月儿圆,192,8,orpheus://song/1293904991/?autoplay=1,https://music.163.com/song?id=1293904991
2018/8/4,1.53E+12,1298898548,特别,李佳隆,72110991,特别,198,8,orpheus://song/1298898548/?autoplay=1,https://music.163.com/song?id=1298898548
2018/8/9,1.53E+12,1300104493,星球坠落,李佳隆,72192804,星球坠落,169,0,orpheus://song/1300104493/?autoplay=1,https://music.163.com/song?id=1300104493
2018/9/6,1.54E+12,1306497504,坠落,李佳隆,72795737,坠落,226,8,orpheus://song/1306497504/?autoplay=1,https://music.163.com/song?id=1306497504
2018/9/27,1.54E+12,1313082595,听懂没,李佳隆,73608882,听懂没,221,8,orpheus://song/1313082595/?autoplay=1,https://music.163.com/song?id=1313082595
2018/10/25,1.54E+12,1320100116,嗨咯喂,李佳隆,74061659,嗨咯喂,238,8,orpheus://song/1320100116/?autoplay=1,https://music.163.com/song?id=1320100116
2019/2/5,1.55E+12,1344307004,HiPig New Year,李佳隆,75452768,HiPig New Year,149,8,orpheus://song/1344307004/?autoplay=1,https://music.163.com/song?id=1344307004
2019/3/15,1.55E+12,1351564253,Intro,李佳隆,75831318,JELLO/REAL,149,8,orpheus://song/1351564253/?autoplay=1,https://music.163.com/song?id=1351564253
2019/3/15,1.55E+12,1351560882,你不是我,李佳隆,75831318,JELLO/REAL,181,8,orpheus://song/1351560882/?autoplay=1,https://music.163.com/song?id=1351560882
2019/3/15,1.55E+12,1351564254,Flex like me,李佳隆/Dough-Boy,75831318,JELLO/REAL,216,8,orpheus://song/1351564254/?autoplay=1,https://music.163.com/song?id=1351564254
2019/3/15,1.55E+12,1351560883,My Bank,李佳隆,75831318,JELLO/REAL,160,8,orpheus://song/1351560883/?autoplay=1,https://music.163.com/song?id=1351560883
2019/3/15,1.55E+12,1351560884,NO GANG,李佳隆/TizzyT,75831318,JELLO/REAL,240,8,orpheus://song/1351560884/?autoplay=1,https://music.163.com/song?id=1351560884
2019/3/15,1.55E+12,1351560885,花,李佳隆,75831318,JELLO/REAL,190,8,orpheus://song/1351560885/?autoplay=1,https://music.163.com/song?id=1351560885
2019/3/15,1.55E+12,1351560886,回忆垃圾桶,李佳隆,75831318,JELLO/REAL,202,8,orpheus://song/1351560886/?autoplay=1,https://music.163.com/song?id=1351560886
2019/3/15,1.55E+12,1351560887,Hair,李佳隆/雾都L4WUDU,75831318,JELLO/REAL,179,8,orpheus://song/1351560887/?autoplay=1,https://music.163.com/song?id=1351560887
2019/3/15,1.55E+12,1351564258,摇娃娃俱乐部,李佳隆/c0de731,75831318,JELLO/REAL,155,8,orpheus://song/1351564258/?autoplay=1,https://music.163.com/song?id=1351564258
2019/3/15,1.55E+12,1351564259,Lighting,李佳隆/艾热 AIR,75831318,JELLO/REAL,255,8,orpheus://song/1351564259/?autoplay=1,https://music.163.com/song?id=1351564259
2019/3/15,1.55E+12,1351564260,Outro,李佳隆,75831318,JELLO/REAL,117,8,orpheus://song/1351564260/?autoplay=1,https://music.163.com/song?id=1351564260
2019/6/22,1.56E+12,1373387741,月儿圆,李佳隆/王以太,79891095,月儿圆,190,8,orpheus://song/1373387741/?autoplay=1,https://music.163.com/song?id=1373387741
2019/7/2,1.56E+12,1375450585,Ⅰ,李佳隆,80143660,Ⅰ,192,8,orpheus://song/1375450585/?autoplay=1,https://music.163.com/song?id=1375450585
2019/11/15,1.57E+12,1403756319,BERRY,李佳隆/艾志恒Asen,83228364,BERRY,216,0,orpheus://song/1403756319/?autoplay=1,https://music.163.com/song?id=1403756319
2019/11/15,1.57E+12,1403756318,BERRY REMIX,李佳隆,83228364,BERRY,216,0,orpheus://song/1403756318/?autoplay=1,https://music.163.com/song?id=1403756318
